,Dialogue
2859,told would n't listen never listened
2860,n't make use
2861,dela kiss big black as
2862,work related otherwise
2863,mistake n't regret
2864,'s much fun
2865,hidden darkness light bucket blood
2866,dela try sometime come light
2867,ca n't lie asks something tell think
2868,please n't go
2869,'s playing big
2870,'re one put u together 're friend
2871,n't want hear
2872,show part history country time considered inferior sub human
2873,'s good got hit show 're gon na need bank plus love old black collectible
2874,thought appropiate
2875,authentic repro circa turn century
2876,matter think come something unique open
2877,gift
2878,small victory
2879,everybody shut
2880,'m sorry ca n't help 's funny
2881,want apologize mau mau 's imposed
2882,pleasure mine
2883,n't lie
2884,lied
2885,let 's leave peace get ready
2886,break leg
2887,'ve said already
2888,big one
2889,telling
2890,hello
2891,like said twisted distorted sense tolerates negroidal as n't respect
2892,'s chance picked
2893,fuck money effort looking love respect like n't give goddamn gon na
2894,even come shit n't want made
2895,problem
2896,okay
2897,hello
2898,maybe something happened maybe 're lying alley bleed
2899,ca n't quit walk away
2900,'m till end
2901,sound risky
2902,point
2903,lost
2904,know use
2905,idea universe
2906,hit like ton brick
2907,
2908,n't fault would known would known
2909,nobody told anything
2910,
2911,'ve always liked format 's laugh
2912,perfectly understand 're coming minority relate struggle also think give u want successful much please n't quick u based whiteness
2913,'m
2914,wo n't forget coming see
2915,know
2916,
2917,course 'm happy 've worked hard success
2918,'m okay reading show 's everywhere watched 's everywhere watched thought said would buffoonery
2919,peerless last time go see
2920,even reason see 'll overjoyed success
2921,regardless still
2922,richmond way south
2923,'s performing place outside richmond
2924,yes
2925,want come see
2926,peerless called
2927,good luck show 's huge success 've worked hard deserve
2928,peerless n't raise buffoon enough television already
2929,guess 's still road kind show negro without buffoon
2930,son peerless name might one type change name peerless dothan birth certificate
2931,first 's want work much harder peerless
2932,'s wonderful n't always wanted show
2933,'s food
2934,said thing said something must wrong
2935,hear talkin ' time come something wrong
2936,must think 'm kind fool
2937,show created conceived non threatening african american male voila end argument ca n't racist 're black
2938,thank always smile
2939,manifesto catchy ai n't number one gainfully employ african american front behind camera two let decide three put critic charge called cultural four determines black five satire six ca n't take joke f 'em
2940,best defense offense
2941,first would like say love show 's courageous parent marched selma dr
2942,envy 's way want feel work
2943,say 've never seen
2944,suppose compliment thank
2945,'re knocking boot got internship still nyu dela impressed get go hired
2946,mean
2947,little graduated nyu film school cinema study
2948,wish natural talent make visit
2949,'ve never formal training either
2950,go
2951,n't answer
2952,forget puppet dela
2953,'s ancient history nothing
2954,one time nothing job stupid everything 've got 've earned
2955,say
2956,ask want know
2957,
2958,internship expired dela impressed offered position
2959,worked black as first worked way position
2960,
2961,'ll front better start putting face
2962,'re sure good idea
2963,n't call
2964,n't want get hurt
2965,rest black choice considered 35ths human know 's written constitution united state
2966,maybe need start
2967,n't read
2968,y'know beginnin ' century african american perform blackface ever heard great artist
2969,save little somethin ' somethin '
2970,oh huh
2971,nice place must cost pretty
2972,trying rap
2973,'m asthmatic one life ca n't go anywhere without inhaler
2974,want know
2975,enough
2976,people show happiness lot different way
2977,old fool
2978,know well enough never loved ever wretched kind word make happy ever angry least offer good part bring side give sufficient proof affection bestowing one finest fortune england upon repined rebuked way wasted loved much fondly always loved first moment saw saw bad quality trembled violence could help loving married though knew sealing fate spite reason duty sacrifice want ready make love least gently u
2979,soon saw loved pleased gave every opportunity fall love certain part would never love first kiss found power know one kiss could matter much
2980,without dearest might died without ever knowing love inexpressible love nature bitterness nothing sweeter sweetness nothing bitter divine defined paradox
2981,shall tell something believed called love came union surprised husband making made know pain unaccompanied pleasure saw imaginings stood better stead became friend seldom sleeping together arousing curiosity yet good term whenever wanted service since offering seasoned love found tasteless seldom demanded
2982,husband convinced contrary
2983,abstinence make love immortal loved quarter hour ago love even love le exhausted joy satisfying desire
2984,always dear one never love pacified trifle full diet kill
2985,poor reason want begin people end
2986,please seems matter hardly discussed people know agree
2987,choose show kindness
2988,good tell think
2989,deceive nonetheless believe power love love longer
2990,amusing thing deceive without knowing true love
2991,make wretched two week
2992,want heart
2993,
2994,need find amusing bound law
2995,possible love requires mutual harmony difficult even difficult make last
2996,love unhappy know empty heart good fortune
2997,word empty make laugh fortunate unfortunate fortunate congratulate unfortunate care aware
2998,many worthy attention valuing something could value someone loved
2999,perhaps yet born
3000,one
3001,even
3002,never
3003,
3004,tailor always thinking shop 'll revenge roddy see insulted
3005,jump twenty foot would n't dare thing 's 's horse black 've heard say be
3006,pillion would kill poor
3007,suppose hero passing bridge enemy side
3008,best already known famous fashion london mighty well fight farmer ' fight englishman different matter
3009,oh dance day dance cousin ball could find partner besides best 's n't guinea world
3010,n't care fig best dance prettily sure pleasant rattle look well regimentals chose ask dance could refuse
3011,room five minute engaged every single set
3012,shaking
3013,must get
3014,agreed
3015,must done tomorrow
3016,determined send country
3017,meeting turbingen impossible
3018,hmm mmmm
3019,cheated
3020,assignment interest
3021,must cautious regard company meet dublin rogue adventurer country abound honor accepting lodging house o'reilly welcome delight gallant young preserver
3022,'s kind mr o'higgins
3023,n't like put trouble mister
3024,fool n't know meaning hundred pound pocket fellow took
3025,everything purse containing upwards hundred guinea jewel snuff box watch blundering coward knee
3026,oh grateful sir o'reilly hastening join dublin chair stopped highwayman great oaf knee armed though thirty people next field working ruffian attacked one would help contrary wished good luck
3027,know
3028,prove 're impersonating fellow cadet court martial
3029,kept alive corroborate story way end even gave motive decided burn
3030,'s cabin
3031,n't tell u first place
3032,alone cabin
3033,back
3034,phosphorous grenade
3035,
3036,business
3037,said worked
3038,epilepsy
3039,tell u guy one weeded
3040,saying tried kill
3041,friend
3042,number
3043,yeah
3044,word advice woman first hour kill probably best time hit
3045,nah
3046,go home get drunk try forget ever happened
3047,
3048,yeah wait till 're base
3049,nobody saw n't think
3050,far 'm concerned whatever past stay past
3051,'re good
3052,'s true
3053,n't want
3054,n't time
3055,
3056,need talk
3057,body
3058,chrissakes
3059,
3060,got maybe three minute till break
3061,four
3062,
3063,close something
3064,
3065,know never told left army
3066,think 'll work
3067,
3068,
3069,wanted break
3070,mean falsely accused
3071,wanted get truth
3072,could n't known
3073,see take gun morgue fire one skull call every newspaper country story 's gay son went nut training mission
3074,good idea
3075,positive planned
3076,said type guy n't feel comfortable going sleep around 's said letter
3077,got story straight
3078,little
3079,drag house 's son try get u put savior gas chamber
3080,buttfucks cabin
3081,'s good plan go wrong flip shoot fall mean bring cover story
3082,believe innocent guilty guilty innocent
3083,
3084,talk nunez know 're going regular tuesday night drill hurricane hurricane plan kill pin
3085,least agree
3086,
3087,'s job people dead whole honor duty thing make difference world crap like
3088,
3089,starting believe know n't everyone said guess wrong
3090,try cracked le three minute 're phenomenal
3091,said owed 're gon na turn back
3092,goddammit ca n't leave
3093,could n't reassign 's legend
3094,n't know
3095,look 've got say n't actually death except nunez found saw body n't see crime committed
3096,came back n't think 's capable murder
3097,n't think anything
3098,question thought n't cigarette
3099,glove
3100,remember 's son go easy glove
3101,happiest memory
3102,something wrong
3103,point
3104,imagine must like think
3105,'re late start
3106,understand 's absolutely way could ever attracted right
3107,straight hitting talking n't
3108,'re kidding
3109,something like
3110,typical army brat story noncom never real doubt joining
3111,
3112,'re murder
3113,really want make banal chit chat like
3114,made look like idiot
3115,baseball
3116,saw shoot nunez 're murderer
3117,questioned three hour n't make sound n't badge wo n't talk
3118,good copbad
3119,unprofessional
3120,excuse
3121,
3122,yes
3123,still surgery wo n't available answer name anything else another hour cadet 're talking first
3124,ohio
3125,hurricane knocked mainframe dogtags cadet levi
3126,wording friendship aside 'm comfortable involved
3127,'re 've reading paper right new orleans pd fired taking bribe guissepe
3128,go back
3129,'s served twenty three year 's public face modern army
3130,knew
3131,hostile uncooperative
3132,happened nunez
3133,framed way going frame
3134,levi
3135,wrong answer
3136,
3137,enjoy flight
3138,know 're person anymore 're cadet united state army identity miranda warning right 'm gon na throw wolf unlike 'm gon na get away 're pissing
3139,n't matter levi 're going find body 'm going make sure one bullet match weapon
3140,got story straight little detail little inconsistency designed bounce u back one asking question killing time transport arrives whisk away protect think 're going slide 're accessory murder levi 're going jail
